sp,cm,ps,ce,mf,cr,ex,profile
0.938793795096672,0.714775872060226,0.978962752130994,0.863452945231118,0.157172642393049,0.806274553057869,0.91397556020396,1
0.128733938038852,0.00148776692763703,0.933654944556283,0.0144217315466162,0.995716366163862,0.610435835334607,0.391175782848076,0
0.819507587408673,0.0137766600511236,0.785156143376001,0.750527816869216,0.857873951610742,0.122248412118431,0.696686779854547,1
0.823912298854774,0.824742569433065,0.998632551984881,0.193959972950551,0.84143995692452,0.533140429952577,0.249748950637491,1
0.2584579037079,0.0786091566117932,0.58818748582751,0.0916883243514595,0.191100420844678,0.220549769241326,0.768130775737323,0
0.26824324560519,0.931022869244518,0.589350906849848,0.822153545493006,0.63175044501589,0.460104841022788,0.554206404246518,1
0.301617110842778,0.842738910945725,0.779303525440075,0.706839688841599,0.0794063552393242,0.467596586140202,0.12759240817123,1
0.64420793799625,0.319588342278413,0.0116670650980226,0.766215366214369,0.0125818669796445,0.555720097441506,0.361267186912444,1
0.667270998466983,0.376200697004248,0.170322492294942,0.827155989993461,0.771466498932635,0.930284718178251,0.289388081906091,0
0.119971189103886,0.819066110070052,0.281968300156091,0.00326500692403061,0.538327133497342,0.411761896877523,0.184398152324423,0
0.50121318057492,0.875217886266185,0.794663831947012,0.157472938699444,0.0792858871431027,0.655220044813505,0.757216117649569,1
0.784751686961763,0.207939890807584,0.466899446833811,0.20540823230486,0.00356691234141269,0.146858130663377,0.723033934125799,1
0.0950285417771287,0.57773154232074,0.591789410011631,0.462871442939768,0.490717528639579,0.527668509883126,0.408731543288089,0
0.355631917263057,0.615006085616642,0.280739256737699,0.707381059801539,0.147380434621586,0.882011463038085,0.724434363864309,0
0.625399661742926,0.260840452835143,0.418729586711733,0.533065002434668,0.241124522634305,0.748027900964776,0.713021613509292,0
0.0434242739747849,0.546293315218944,0.680112119124236,0.544361226926069,0.993471576798415,0.617952351117369,0.906752144715718,0
0.00129765407408964,0.728056727452946,0.300151538733279,0.551881734624321,0.278627748665162,0.820670746131287,0.583110750416455,0
0.678328972212742,0.517933610146135,0.297362868336743,0.627000794636683,0.684577718538925,0.117107811894178,0.6259200407005,1
0.106297502944845,0.136896394111683,0.808838374502169,0.160595521723417,0.979639975011759,0.295526430779609,0.947565697928717,0
0.984725557751419,0.804729793579044,0.18612142536369,0.25482894663094,0.322986325793928,0.130072891465872,0.580287841857739,1
0.768909631415887,0.459320794755204,0.390092445395032,0.73488528937226,0.82948702244654,0.931995468838876,0.591962056641727,0
0.292324336628545,0.318648569441079,0.154763598676602,0.515350802196656,0.425561434401202,0.0209137589666803,0.724542789698064,0
0.431255799892195,0.0344922049170887,0.189894441471763,0.484117416527152,0.869564014386111,0.076019852035644,0.16548944274366,0
0.49592052065532,0.255449370732392,0.596055081025153,0.982038702365439,0.0748015068274321,0.109145820541805,0.89287364898536,1
0.498278209960301,0.0737263043575809,0.201813205847066,0.587444095187965,0.0688842039889776,0.330851232651666,0.0102987656571566,1
0.651226547695007,0.915969348733101,0.288203595186285,0.0195162237543398,0.833985062189844,0.855434933858844,0.11354502772081,0
0.377600876804549,0.131252003116932,0.887060275035535,0.376223983508089,0.752226749136245,0.448491302267987,0.937066450839041,0
0.865718560473081,0.432108800414566,0.903002474269913,0.441415875143207,0.0113935086629738,0.793113240825978,0.0405339226037909,1
0.611430660887844,0.279379983171152,0.0120452985383169,0.320933752633299,0.931495478317602,0.343683729222557,0.459813006452848,0
0.181338930847616,0.572931846432938,0.841197795145227,0.120748990265747,0.573459873055287,0.600738060528463,0.125053533090196,0
0.00393009481998983,0.444056216178054,0.330808770491163,0.117342094344824,0.98085333563355,0.960335608213057,0.885091997775512,0
0.650228705470715,0.765874166389317,0.991095324279417,0.256289297885729,0.00613861928011264,0.635029229917385,0.867297654045817,1
0.386387690906093,0.456596666430788,0.604630143534923,0.541395637145571,0.0278054404903101,0.102718891811971,0.6872903986868,1
0.0763609773554245,0.776888476360344,0.96223687563192,0.636711309580309,0.604300804668388,0.117113386331527,0.79301127617674,1
0.839322269599139,0.244003199651082,0.0601473677064098,0.283975136004479,0.805034610537952,0.108140220908023,0.478986178675067,0
0.643245201788998,0.197810313277731,0.667630053292189,0.553407604717628,0.542791077385977,0.389023044388893,0.548454165347644,1
0.095220623754816,0.728326726911888,0.248982132249474,0.702235824224821,0.819624228390674,0.803371622491432,0.254302700678064,0
0.356238433985292,0.501431152077904,0.13357131842308,0.425259678881491,0.399113662170271,0.701108300618576,0.0530077010412056,0
0.1616095029371,0.377652814739217,0.516682272684527,0.0588515192369938,0.940820912284814,0.445320526646754,0.157873044559653,0
0.387054859503676,0.153123778039594,0.0966453488432534,0.959072189101907,0.466868086430236,0.586555996216886,0.448149900064212,0
0.758660103844336,0.744893123651065,0.221937638099674,0.0139138517787173,0.097567741063125,0.751221330632374,0.462868011414996,0
0.0764971068588133,0.542529314676671,0.086975351965125,0.0345272246003724,0.141658987889973,0.775885545969314,0.30106639549222,0
0.0521705414679794,0.646135644641602,0.919819942247844,0.5585904845771,0.143450286621332,0.869457747147285,0.386457212056143,1
0.482379712122653,0.855229809508583,0.343915502120757,0.00787733672974257,0.608949986376119,0.956726487085663,0.665293043725026,0
0.627542031314589,0.172758227129046,0.579324574963493,0.805649546837835,0.787988741479086,0.928414068303754,0.269606466772442,0
0.253462748630718,0.100865936797754,0.175244521386167,0.823573715391025,0.5354033502463,0.931452992746474,0.798721814237379,0
0.00110260347866953,0.85916148668858,0.767382587665631,0.180484075900367,0.201871985016975,0.686879820930516,0.0150950947776032,1
0.716532798357892,0.941047272991428,0.167064991010705,0.400195045395068,0.473211594703996,0.043772977639467,0.9512149659164,1
0.481558381131721,0.670780943862033,0.937109077552991,0.335727602595899,0.61905765993648,0.106541986587909,0.52808204552788,1
0.774422722694287,0.630872921702569,0.837379750591265,0.948563491746071,0.306275169232825,0.0920457064068583,0.48932086319,1
0.29018795589079,0.09236162684123,0.45262803363947,0.417041711221578,0.0964586248796889,0.727331921095888,0.0941316638987666,1
0.0561273781054514,0.30642995310147,0.523462463316157,0.237332863713234,0.439286603618553,0.852792047799588,0.466060841126506,0
0.890175075979442,0.969801375695461,0.473438259855602,0.821975869460173,0.218605648492076,0.959208800205286,0.232199563157969,1
0.46134125280138,0.703996098197447,0.623523656839736,0.00561409626032235,0.215823011863361,0.0560680707670694,0.00462741885234993,1
0.139069257935765,0.826360541480128,0.987476321340354,0.633174883213127,0.709609950625666,0.625189591062037,0.199692981484297,1
0.562624109513336,0.937202749913087,0.840674587461851,0.00421348586236094,0.953045905142688,0.477642473310611,0.336256680513704,0
0.101865056886997,0.593749454434412,0.213929939038309,0.300876835247283,0.3728271184432,0.798534144439063,0.593215421871692,0
0.789457364899772,0.590222928946772,0.713676355277696,0.905506663515809,0.757528601442388,0.0938953814791521,0.995538677833563,1
0.222290700422664,0.231856794815396,0.854260423639922,0.41449488945715,0.755781743184733,0.00164993256236526,0.594490066822875,0
0.779362354530041,0.540811103063061,0.192311475317628,0.583520554425871,0.511586042445067,0.772676486230261,0.0921838076010742,1
0.043260363313732,0.132797577984655,0.61842658374265,0.601777639616062,0.865089626493849,0.0902848308686549,0.451612341226558,0
0.231697030307989,0.494553199849843,0.41218970777305,0.481517634399186,0.919589196958258,0.401893601132186,0.897146985625742,0
0.349476876329257,0.341570300966813,0.756114031707167,0.237502797540007,0.210054148570695,0.587397860270049,0.983926177403488,0
0.77953960272731,0.144555449095268,0.716051463950666,0.0230983385876039,0.466881659392759,0.488068678510251,0.31966273730234,0
0.311634849420583,0.184049576421717,0.93283910454634,0.546013598782587,0.542036852102354,0.772932915429895,0.654610331403704,0
0.536311227286966,0.545068432611467,0.665581365940312,0.298690247671024,0.759842653249161,0.366072736862445,0.0169186435157084,1
0.162021527149793,0.982693313385701,0.539004719379524,0.97113997890034,0.375436784230093,0.990760141919226,0.0573455827187101,1
0.860868637917054,0.686196395215347,0.780313367756257,0.598439365826479,0.879512577527155,0.49964984444788,0.567579757321587,1
0.496288615934833,0.460090481024918,0.516747949492148,0.618457590120755,0.227107439614047,0.959238583354412,0.836672235691128,0
0.543997810126902,0.655107648164602,0.493490347787757,0.751448259588282,0.122122664163129,0.583370929038793,0.571659446397898,1
0.924009042903059,0.654290588980145,0.971729137816581,0.467579592418152,0.418196370075632,0.945596832680818,0.220398653925193,1
0.777379558964345,0.635116375244358,0.0165136061442418,0.817495418143256,0.429673035741909,0.72045370357269,0.667915134154447,0
0.01731016414914,0.473059362665381,0.130990230431236,0.263209050582833,0.558453062738622,0.365361041101752,0.331791232756295,0
0.670770600113311,0.34922409446756,0.862504181337654,0.453187619432205,0.943582054053824,0.842171908456785,0.857482280556987,0
0.681613974659484,0.623896680090039,0.658247432969521,0.167470091042698,0.705790230790715,0.467129794312698,0.740471211304874,0
0.245106184906201,0.396118902414422,0.906449740682078,0.022602930327776,0.43480601848314,0.796994070115016,0.318421503945044,0
0.994319045049411,0.541244358794247,0.255597928301165,0.653516924418725,0.413768545430143,0.449797268910461,0.0931917952942356,1
0.0921520220853658,0.710455871858169,0.213401964755249,0.90409194578098,0.128443458303599,0.317346728351348,0.683404562072662,1
0.976855614082173,0.569712325164589,0.10155854017871,0.304081662347436,0.121357823441445,0.938011939913583,0.32573101829664,1
0.633060625767449,0.593974349639537,0.0187320300766338,0.0805016747459916,0.890899103764031,0.0539381459379274,0.746690183459662,0
0.534306758438185,0.080854754450339,0.88719405883794,0.984388718861121,0.41414707164301,0.291865191422206,0.528825681572594,1
0.685324628037435,0.329332565346001,0.967143630728421,0.267512365343168,0.841937414457799,0.260733377348308,0.749164749653296,0
0.78719157338913,0.449525860121789,0.692522497311864,0.518691718574768,0.822617071971475,0.364912920809354,0.458574113329083,1
0.658114473226626,0.825490552248588,0.370745289513808,0.513237415983055,0.984600033159131,0.217157624812385,0.160881199207,1
0.911024086898808,0.943308965114217,0.772913315530231,0.123237069359167,0.895365312185332,0.518092140954671,0.156863203646341,1
0.383006025523149,0.608321870071068,0.415319798024987,0.543399790342083,0.24760118300368,0.89921464086121,0.530160524767623,0
0.865642636659868,0.307947713950638,0.0528997254982614,0.874982531206235,0.876562243546807,0.646930090898425,0.187908292094679,0
0.268162505075852,0.179463781465508,0.669376133140113,0.592876554123339,0.998625191005074,0.3139525095506,0.258105817485047,0
0.575146455930484,0.341611712350388,0.499326139953101,0.27163713420325,0.330906767454049,0.999108941564696,0.835649934470728,0
0.027782394215285,0.992069951452357,0.930075540133243,0.994577826807414,0.0398390106520388,0.418965405730085,0.410781514042455,1
0.576055412886005,0.322202797662085,0.810265135131665,0.443662572835412,0.0882100883184481,0.0363780815923676,0.180408776377245,1
0.818164260317589,0.0360611937119226,0.894546018965872,0.176750937197099,0.102905385872977,0.174048609178456,0.212274992840546,1
0.502856246023747,0.345132661956838,0.368466073291944,0.0770200839198707,0.926458306305013,0.758804980296879,0.859157427285629,0
0.772637086041398,0.348187424897306,0.741839947172342,0.45905009219555,0.304708686988597,0.79859252180392,0.286699655235624,1
0.850822965392158,0.773906464224886,0.613687087654496,0.471610193174742,0.0622781920634114,0.815535608761623,0.870229237649326,1
0.567884279044019,0.942693216091202,0.121246011854813,0.227780129994033,0.427230322131057,0.820678192347685,0.987928101568504,0
0.0219595938937144,0.431532522295642,0.882579122232737,0.573490374077217,0.028999206110281,0.40681949889186,0.355051291835446,1
0.805473232182834,0.478288951749853,0.775455675870035,0.250267702767223,0.432263294024198,0.709095688276024,0.956662191713315,0
0.885376272347516,0.947506694721435,0.0978369053424079,0.478302921564879,0.154538254811119,0.997619382395792,0.2300596297296,1
0.125789745849288,0.276886603619919,0.330039347529929,0.498376334000227,0.0891339189992387,0.705901356227032,0.612082237239418,0
0.0974201443259034,0.0679772907431102,0.650280006261164,0.743908562540012,0.291748853996113,0.0310431722824477,0.48793334484665,1
0.387585163426921,0.299320281061299,0.27721770450236,0.0595006032377772,0.962963256029,0.785893276410204,0.916382581008773,0
0.997256461936875,0.941749888134502,0.732481259318726,0.419369830002934,0.658553626471222,0.484199340072686,0.266704209486407,1
0.0839984342176186,0.768480511308986,0.419360744752812,0.910132027962874,0.170701110384983,0.556578759637306,0.78003483599694,1
0.314085952033843,0.832379720272001,0.660298762785966,0.151495789642647,0.272342323401444,0.401608465291118,0.00286939186268724,1
0.68553318246835,0.688690744045553,0.0731878995225853,0.232711533676399,0.512649098580677,0.488975492410489,0.591377814682424,0
0.907885785855334,0.209242591752708,0.233088836108001,0.0804628603487523,0.880309641837909,0.483523264279438,0.137559658486867,0
0.901924097435712,0.100062213324874,0.669496085756177,0.382761952569368,0.566699997963317,0.74965631965634,0.428846651417054,0
0.723453162233662,0.293465205461733,0.428827355676631,0.465649106583268,0.697629971928391,0.679400953924993,0.198390590415648,0
0.748738223042573,0.174369535438028,0.28589231783087,0.77558756058605,0.67912267999663,0.549815920537812,0.415242082996366,0
0.595045678984944,0.000331915273000051,0.278805374998378,0.341542111863174,0.580723466795424,0.727446286407965,0.33541819120976,0
0.638616142663949,0.735642936801202,0.241382183148621,0.713891238597794,0.993694714224034,0.53409065608617,0.536880913000339,0
0.817967678569121,0.606171056329323,0.238418036259295,0.21542413978924,0.451068789088773,0.0705856251628928,0.139756251819443,1
0.201336225595016,0.67672689167311,0.432192097241077,0.70335546852486,0.959534256664376,0.0996351206530096,0.766577982502657,0
0.00713700709613605,0.0370637209239102,0.512511329096645,0.479161662664008,0.755276490991261,0.927678572271484,0.145543691996486,0
0.539876719334304,0.382946962590781,0.751257930705319,0.915576111127321,0.952632160730647,0.604360476608168,0.549514265156936,0
0.716191938506287,0.106271374672896,0.20764708268635,0.206402120847521,0.121806578421053,0.103574398570257,0.890110470932335,0
0.586892248655001,0.485726070463185,0.0667752795665886,0.0151714059528426,0.397252773082869,0.674583023455058,0.0672849543005685,0
0.772582669451449,0.995717215568036,0.377842154552382,0.221483979018608,0.628010183350297,0.346248345749288,0.222306135169166,1
0.0404992580250019,0.823341987467504,0.0667714030535514,0.221066731627174,0.863440051271398,0.569261217300089,0.201963944310752,0
0.180936107388832,0.0774288409660474,0.391688473407278,0.345255517045931,0.788806034846515,0.500830238238835,0.80841035409921,0
0.625007616321525,0.7889160569598,0.440144682109876,0.0887881434582426,0.602371343941064,0.536526154256577,0.616793666428813,0
0.605339424024325,0.263597371562387,0.769546564473299,0.576667392990057,0.62364373324221,0.792114355405547,0.313278086434762,0
0.121816276224419,0.976655887682557,0.96992917080839,0.373679822322556,0.548687763241922,0.387917269851181,0.180830545385634,1
0.750385678670679,0.427029540644581,0.108750964600012,0.0839357681841319,0.112122270778205,0.504377425018171,0.708808092590229,0
0.959927904209539,0.201622042445182,0.459248167149901,0.552852504219868,0.433226386037524,0.929871152887537,0.278059007396434,0
0.971332746563509,0.231293895288036,0.423138892984226,0.673166654895244,0.902373853284914,0.218594901948202,0.569861587691213,1
0.924390183121712,0.622223207473484,0.904716697768498,0.414387671946833,0.479470344355239,0.214386795445415,0.973013612440662,1
0.718725183612368,0.782664716536006,0.621793935432581,0.0960634169954481,0.348827764421478,0.226680594757224,0.740553443353079,1
0.29875342754102,0.0156758681104935,0.401021086684806,0.753938441871716,0.673729519618797,0.0841252263950266,0.467496924305666,0
0.710703758456777,0.157671394980193,0.148189353268763,0.887362447114876,0.0991755316374941,0.808673521818305,0.424784822908044,1
0.371964845472528,0.483693776224202,0.394121650851779,0.643001664584427,0.0541997572008973,0.640592766745765,0.512464130257431,1
0.364596299792651,0.244661102838408,0.675632481894501,0.913966162766885,0.406648964049278,0.879914445499207,0.799066638217482,0
0.902714365927677,0.0698525707576112,0.550918200961344,0.585856200887271,0.285181501295507,0.654939925679594,0.650920522857218,0
0.8743775494567,0.966545180839913,0.054738604241824,0.461845177190324,0.911724541039108,0.616632064349365,0.0989393098863962,1
0.0378853898969019,0.490209872759371,0.505085077669272,0.982033362780345,0.599534291997836,0.946590584507733,0.0148125377450302,0
0.146356793527661,0.852099805424606,0.09851220905498,0.44998812018954,0.642697948817957,0.275819228142958,0.250484587927732,0
0.676136625118722,0.628794831536649,0.680129245931086,0.652965829734217,0.554983476131975,0.591088469975979,0.966035351529927,0
0.276801594213954,0.727946508145421,0.536017924339074,0.193394106179832,0.729584750971238,0.346796462888123,0.317516175288101,0
0.776203564385314,0.101706403668721,0.923758530600836,0.394909703442118,0.923193673443671,0.0102672904428931,0.542211287763001,1
0.688232855208871,0.099266845287373,0.343034624472704,0.973244882969114,0.738238131650583,0.701041441544735,0.983651224666149,0
0.570898029351595,0.483362351538376,0.94908286946134,0.883667942116692,0.842822832284962,0.55881457667562,0.671050171296283,1
0.551780684879281,0.369617702260954,0.0917787354315602,0.0325383641386183,0.090431331221787,0.836260506144325,0.52836137080872,0
0.0833242965409209,0.598945097095163,0.980430920513513,0.320408819054667,0.192311266686389,0.524925735404871,0.686597670741137,1
0.397273476145936,0.68777490673256,0.802113120481319,0.477991936016117,0.818480882595218,0.227475878864579,0.892148657362356,0
0.418007678770986,0.451070770045648,0.1337059193817,0.551515827748051,0.468328689776528,0.321766349183243,0.412446311045459,0
0.936427592818248,0.793005370952451,0.135755242563321,0.812431557994699,0.409482330766581,0.877907447735517,0.0274081340145593,1
